年份,季度,企业,品牌,车型,排量,原城市,流向城市,车龄年,数量
2017,第二季度,广汽本田,本田,雅阁,2.0L,长沙市,郴州市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,绥化市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,鹰潭市,营口市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,成都市,玉林市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,汕头市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宿州市,鄂尔多斯市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,吐鲁番地区,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,唐山市,承德市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,茂名市,湛江市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,平顶山市,平顶山市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,鄂尔多斯市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,茂名市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,威海市,天津市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,南宁市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,凉山彝族自治州,凉山彝族自治州,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,哈尔滨市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,庆阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,巴音郭楞蒙古自治州,乌鲁木齐市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,白城市,兴安盟,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,遂宁市,遂宁市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,聊城市,聊城市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,广州市,云浮市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,锦州市,锦州市,12-13年,8
2017,第二季度,广汽本田,本田,雅阁,2.4L,济源市,济源市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临夏回族自治州,兰州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,重庆市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,福州市,8-9年,28
2017,第二季度,广汽本田,本田,雅阁,2.4L,永州市,茂名市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,云浮市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昆明市,大理白族自治州,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,大庆市,大庆市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广元市,广元市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,三亚市,三亚市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,衢州市,衢州市,4-5年,1
2017,第二季度,本田技研,本田,雅阁,未知,丹东市,丹东市,15年以上,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,阳江市,阳江市,13-14年,6
2017,第二季度,广汽本田,本田,雅阁,2.3L,宿迁市,宿迁市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,重庆市,巴音郭楞蒙古自治州,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,银川市,榆林市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长沙市,长沙市,11-12年,17
2017,第二季度,广汽本田,本田,雅阁,2.0L,石嘴山市,石嘴山市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,兰州市,兰州市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,资阳市,资阳市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,邢台市,邢台市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,呼伦贝尔市,呼伦贝尔市,8-9年,10
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,北京市,9-10年,61
2017,第二季度,广汽本田,本田,雅阁,2.4L,鸡西市,鸡西市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,桂林市,桂林市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,咸宁市,庆阳市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,延边朝鲜族自治州,延边朝鲜族自治州,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,三明市,三明市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,三亚市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,大庆市,哈尔滨市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,营口市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,鄂尔多斯市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,通辽市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,嘉峪关市,兰州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,兰州市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,随州市,随州市,7-8年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,临汾市,临汾市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,菏泽市,菏泽市,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,无锡市,无锡市,15年以上,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,茂名市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,成都市,银川市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌鲁木齐市,桂林市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,遵义市,遵义市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,大同市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,云浮市,云浮市,14-15年,12
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,牡丹江市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,松原市,松原市,11-12年,9
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,大庆市,5-6年,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,呼和浩特市,泸州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,益阳市,长沙市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,长春市,13-14年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,汕头市,潮州市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,石嘴山市,石嘴山市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,梅州市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,昆明市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,徐州市,徐州市,6-7年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,常州市,杭州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,成都市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,巴音郭楞蒙古自治州,12-13年,8
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌兰察布市,乌兰察布市,7-8年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,长春市,10-11年,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,绵阳市,绵阳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,金华市,金华市,14-15年,11
2017,第二季度,广汽本田,本田,雅阁,2.4L,贵阳市,乌鲁木齐市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,株洲市,长沙市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,厦门市,厦门市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,信阳市,随州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,丹东市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,成都市,眉山市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,武汉市,8-9年,23
2017,第二季度,广汽本田,本田,雅阁,2.0L,聊城市,日照市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,滁州市,滁州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,北京市,乌海市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,铁岭市,铁岭市,10-11年,12
2017,第二季度,本田技研,本田,雅阁,未知,大理白族自治州,大理白族自治州,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,来宾市,来宾市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,漳州市,漳州市,13-14年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,南京市,南京市,10-11年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,邯郸市,邯郸市,11-12年,8
2017,第二季度,广汽本田,本田,雅阁,2.4L,武汉市,孝感市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,重庆市,重庆市,7-8年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,晋中市,晋中市,4-5年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,遵义市,遵义市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,吴忠市,吴忠市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,烟台市,烟台市,15年以上,20
2017,第二季度,广汽本田,本田,雅阁,2.0L,佛山市,佛山市,6-7年,8
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,永州市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,铁岭市,沈阳市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,平顶山市,平顶山市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,长春市,14-15年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,厦门市,清远市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,资阳市,成都市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,衡阳市,桂林市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,湖州市,娄底市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,嘉兴市,嘉兴市,4-5年,9
2017,第二季度,广汽本田,本田,雅阁,2.0L,辽阳市,沈阳市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,葫芦岛市,葫芦岛市,6-7年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,温州市,梅州市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,营口市,哈尔滨市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,滁州市,6-7年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,兰州市,巴彦淖尔市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,鸡西市,鸡西市,4-5年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,黔西南布依族苗族自治州,黔西南布依族苗族自治州,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.3L,上饶市,上饶市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,百色市,百色市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,绥化市,绥化市,12-13年,4
2017,第二季度,广汽本田,本田,雅阁,3.0L,北京市,和田地区,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,忻州市,忻州市,12-13年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,沧州市,沧州市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,3.0L,甘南藏族自治州,甘南藏族自治州,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,揭阳市,揭阳市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,榆林市,榆林市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,宁波市,3-4年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,亳州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,珠海市,珠海市,6-7年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,贵阳市,阿克苏地区,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,宁波市,15年以上,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,潍坊市,6-7年,3
2017,第二季度,广汽本田,本田,雅阁,2.3L,泰安市,泰安市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,双鸭山市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,蚌埠市,蚌埠市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,宝鸡市,宝鸡市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临沂市,营口市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,烟台市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,濮阳市,濮阳市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,镇江市,镇江市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,3.0L,红河哈尼族彝族自治州,红河哈尼族彝族自治州,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,东莞市,河源市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,3.5L,天津市,陇南市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,银川市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,芜湖市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,烟台市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,常州市,常州市,8-9年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,济宁市,济宁市,13-14年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,泉州市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,荆州市,荆州市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,铁岭市,铁岭市,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,台州市,台州市,5-6年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,吕梁市,吕梁市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,遵义市,遵义市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,晋中市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,周口市,漯河市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,佳木斯市,佳木斯市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,河源市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,中山市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,绍兴市,绍兴市,9-10年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,延边朝鲜族自治州,延边朝鲜族自治州,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,安顺市,银川市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鸡西市,鸡西市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,泰安市,葫芦岛市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,徐州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,乌鲁木齐市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,茂名市,梅州市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,运城市,运城市,10-11年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,枣庄市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,温州市,绍兴市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,德州市,德州市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,宁波市,8-9年,13
2017,第二季度,广汽本田,本田,雅阁,2.4L,阳江市,中卫市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宜昌市,宜昌市,10-11年,19
2017,第二季度,广汽本田,本田,雅阁,2.0L,宜宾市,济南市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,锦州市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,台州市,绍兴市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,承德市,承德市,3-4年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,厦门市,佳木斯市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南宁市,湛江市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,常德市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,洛阳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵阳市,安顺市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,武威市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,湛江市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,自贡市,自贡市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,金华市,上饶市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,汕尾市,汕尾市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,黑河市,哈尔滨市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,惠州市,惠州市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,廊坊市,廊坊市,2-3年,3
2017,第二季度,广汽本田,本田,雅阁,3.0L,鄂尔多斯市,鄂尔多斯市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,成都市,吴忠市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南京市,茂名市,12-13年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,扬州市,扬州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,西安市,西安市,13-14年,13
2017,第二季度,广汽本田,本田,雅阁,2.0L,枣庄市,聊城市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,天津市,3-4年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,南宁市,南宁市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,张掖市,兰州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,沈阳市,鞍山市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,徐州市,徐州市,10-11年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,鹰潭市,鹰潭市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,开封市,银川市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长沙市,韶关市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南京市,巴彦淖尔市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,永州市,永州市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,眉山市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,泉州市,泉州市,8-9年,12
2017,第二季度,广汽本田,本田,雅阁,2.0L,聊城市,聊城市,11-12年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,孝感市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,襄阳市,襄阳市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,河源市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,张掖市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,淮安市,大连市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,仙桃市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,柳州市,柳州市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,绥化市,绥化市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南阳市,南阳市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临汾市,临汾市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,濮阳市,濮阳市,8-9年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,遵义市,邵阳市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,武汉市,庆阳市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,通辽市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,塔城地区,塔城地区,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,三亚市,哈尔滨市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,云浮市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,云浮市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,潜江市,6-7年,1
